Time,Host,Caption,CommandLine,CreationClassName,CreationDate,CSCreationClassName,CSName,Description,ExecutablePath,ExecutionState,Handle,HandleCount,InstallDate,KernelModeTime,MaximumWorkingSetSize,MinimumWorkingSetSize,Name,OSCreationClassName,OSName,OtherOperationCount,OtherTransferCount,PageFaults,PageFileUsage,ParentProcessId,PeakPageFileUsage,PeakVirtualSize,PeakWorkingSetSize,Priority,PrivatePageCount,ProcessId,QuotaNonPagedPoolUsage,QuotaPagedPoolUsage,QuotaPeakNonPagedPoolUsage,QuotaPeakPagedPoolUsage,ReadOperationCount,ReadTransferCount,SessionId,Status,TerminationDate,ThreadCount,UserModeTime,VirtualSize,WindowsVersion,WorkingSetSize,WriteOperationCount,WriteTransferCount
1717240371.0993052,pc-dedo,svchost.exe,,Win32_Process,20240601121520.594390+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,12300,201,,5000000,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,198,2476,4732,2860,948,3376,2203412676608,12868,8,2928640,12300,13,99,14,100,0,0,0,,,1,3593750,2203405852672,10.0.19045,12492800,0,0
1717240371.0993052,pc-dedo,StartMenuExperienceHost.exe,"""C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe"" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca",Win32_Process,20240601121520.702044+120,Win32_ComputerSystem,PC-DEDO,StartMenuExperienceHost.exe,C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe,,12388,1510,,4218750,1380,200,StartMenuExperienceHost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,1446,22864,38004,59844,1228,62400,2204204240896,105188,8,61280256,12388,39,706,47,759,75,315543,1,,,22,10156250,2204152418304,10.0.19045,68243456,0,0
1717240371.0993052,pc-dedo,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,Win32_Process,20240601121520.886021+120,Win32_ComputerSystem,PC-DEDO,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,,12628,310,,6093750,1380,200,RuntimeBroker.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,7582,89390,30334,6864,1228,9752,2203699601408,35696,8,7028736,12628,19,235,26,659,41,185909,1,,,1,5625000,2203480035328,10.0.19045,27820032,2,248
1717240371.0993052,pc-dedo,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,Win32_Process,20240601121521.397309+120,Win32_ComputerSystem,PC-DEDO,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,,13204,757,,23281250,1380,200,RuntimeBroker.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,21818,1562891,82912,17648,1228,24856,2203712335872,68736,8,18071552,13204,34,404,42,638,117210,13055893,1,,,7,26093750,2203592720384,10.0.19045,47341568,6,1061
1717240371.0993052,pc-dedo,dllhost.exe,C:\Windows\system32\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F},Win32_Process,20240601121521.762564+120,Win32_ComputerSystem,PC-DEDO,dllhost.exe,C:\Windows\system32\DllHost.exe,,13884,253,,1406250,1380,200,dllhost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,2524,54884,6138,5812,1228,6896,2203583799296,15468,8,5951488,13884,25,157,33,157,100,5623808,1,,,5,625000,2203574083584,10.0.19045,14721024,210,4239360
1717240371.0993052,pc-dedo,svchost.exe,,Win32_Process,20240601121522.290105+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,14320,255,,1250000,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,2135,138040,4528,3124,948,4112,2203431718912,13884,8,3198976,14320,14,138,19,139,14,14843,0,,,2,312500,2203422806016,10.0.19045,11866112,0,0
1717240371.0993052,pc-dedo,ctfmon.exe,,Win32_Process,20240601121522.808009+120,Win32_ComputerSystem,PC-DEDO,ctfmon.exe,,,12216,564,,41406250,,,ctfmon.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,16796,58026,19590,5248,2036,5324,2203484942336,26336,13,5373952,12216,19,236,19,236,11,8050,1,,,11,20312500,2203481337856,10.0.19045,25980928,0,0
1717240371.0993052,pc-dedo,vmmem,,Win32_Process,20240601121523.802919+120,Win32_ComputerSystem,PC-DEDO,vmmem,,,15016,2,,0,,,vmmem,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,0,0,86,523596,12196,523596,5648715776,20,8,536162304,15016,3661,539,3661,539,0,0,0,,,0,0,5648715776,10.0.19045,0,0,0
1717240371.0993052,pc-dedo,TextInputHost.exe,"""C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe"" -ServerName:InputApp.AppXjd5de1g66v206tj52m9d0dtpppx4cgpn.mca",Win32_Process,20240601121523.894459+120,Win32_ComputerSystem,PC-DEDO,TextInputHost.exe,C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe,,15080,1242,,7031250,1380,200,TextInputHost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,1060,14770,18950,37060,1228,37220,2204124045312,66732,8,37949440,15080,32,602,34,611,6,18178,1,,,23,10000000,2204113240064,10.0.19045,42168320,0,0
1717240371.0993052,pc-dedo,NisSrv.exe,,Win32_Process,20240601121525.153884+120,Win32_ComputerSystem,PC-DEDO,NisSrv.exe,,,4256,234,,12187500,,,NisSrv.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,18271,8486953,25082,7312,948,12776,2203464339456,17800,8,7487488,4256,14,119,41,119,0,0,0,,,13,28437500,2203433324544,10.0.19045,14356480,0,0
1717240371.0993052,pc-dedo,PhoneExperienceHost.exe,"""C:\Program Files\WindowsApps\Microsoft.YourPhone_1.24042.107.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe"" -ComServer:Background -Embedding",Win32_Process,20240601121526.506743+120,Win32_ComputerSystem,PC-DEDO,PhoneExperienceHost.exe,C:\Program Files\WindowsApps\Microsoft.YourPhone_1.24042.107.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe,,12924,2018,,14687500,1380,200,PhoneExperienceHost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,8477,430385,229361,78588,1228,79724,2481789341696,172016,8,80474112,12924,117,1104,120,1107,114,446496,1,,,30,17343750,2481777446912,10.0.19045,144826368,0,0
1717240371.0993052,pc-dedo,taskhostw.exe,taskhostw.exe,Win32_Process,20240601121526.903166+120,Win32_ComputerSystem,PC-DEDO,taskhostw.exe,C:\Windows\system32\taskhostw.exe,,12988,903,,48281250,1380,200,taskhostw.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,39533,221789,327002,55676,1728,148192,2204040556544,172404,8,57012224,12988,31,431,63,1060,660,5319762,1,,,4,109531250,2203694313472,10.0.19045,40095744,1,9098
1717240371.0993052,pc-dedo,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,Win32_Process,20240601121528.071052+120,Win32_ComputerSystem,PC-DEDO,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,,13804,222,,156250,1380,200,RuntimeBroker.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,438,7290,5020,2700,1228,3532,2203464212480,18092,8,2764800,13804,13,179,16,205,3,322,1,,,1,156250,2203448545280,10.0.19045,14446592,0,0
1717240371.0993052,pc-dedo,WhatsApp.exe,"""C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2417.4.0_x64__cv1g1gvanyjgm\WhatsApp.exe"" -ServerName:App.AppXkf4yh0averk473g9chjmra34tgccdh3d.mca",Win32_Process,20240601121529.647465+120,Win32_ComputerSystem,PC-DEDO,WhatsApp.exe,C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2417.4.0_x64__cv1g1gvanyjgm\WhatsApp.exe,,5228,1826,,120156250,1380,200,WhatsApp.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,76299,37955727,170742,104420,1228,123636,5794131968,171320,8,106926080,5228,87,912,784,915,174531,653401150,1,,,37,197968750,5781155840,10.0.19045,12881920,145004,451894545
1717240371.0993052,pc-dedo,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,Win32_Process,20240601121531.327340+120,Win32_ComputerSystem,PC-DEDO,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,,15600,319,,5781250,1380,200,RuntimeBroker.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,1620,56680,23509,4324,1228,5992,2203486826496,26320,8,4427776,15600,16,241,18,248,2,11036,1,,,2,8437500,2203481047040,10.0.19045,25219072,0,0
1717240371.0993052,pc-dedo,SecurityHealthSystray.exe,"""C:\Windows\System32\SecurityHealthSystray.exe"" ",Win32_Process,20240601121533.029865+120,Win32_ComputerSystem,PC-DEDO,SecurityHealthSystray.exe,C:\Windows\System32\SecurityHealthSystray.exe,,15848,167,,312500,1380,200,SecurityHealthSystray.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,79,734,2904,1928,10952,2112,2203431292928,10456,8,1974272,15848,10,146,11,158,1,9908,1,,,1,468750,2203428139008,10.0.19045,10125312,0,0
1717240371.0993052,pc-dedo,SecurityHealthService.exe,,Win32_Process,20240601121533.064325+120,Win32_ComputerSystem,PC-DEDO,SecurityHealthService.exe,,,15880,413,,2031250,,,SecurityHealthService.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,1145,39458,5563,5120,948,5676,2203438075904,18788,8,5242880,15880,17,164,19,175,56,86520,0,,,6,3593750,2203432312832,10.0.19045,17313792,1,4096
1717240371.0993052,pc-dedo,RtkNGUI64.exe,"""C:\Program Files\Realtek\Audio\HDA\RtkNGUI64.exe"" -s",Win32_Process,20240601121533.492899+120,Win32_ComputerSystem,PC-DEDO,RtkNGUI64.exe,C:\Program Files\Realtek\Audio\HDA\RtkNGUI64.exe,,15992,459,,1406250,1380,200,RtkNGUI64.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,3874,51847,4630,4908,10952,5108,4486643712,15828,8,5025792,15992,18,241,19,290,1,13412,1,,,7,156250,4455804928,10.0.19045,13705216,0,0
1717240371.0993052,pc-dedo,svchost.exe,,Win32_Process,20240601121533.846980+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,16076,131,,156250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,46,110,2135,1552,948,2004,2203395948544,7360,8,1589248,16076,8,67,9,67,1,3685,0,,,3,0,2203391229952,10.0.19045,6864896,0,0
1717240371.0993052,pc-dedo,svchost.exe,,Win32_Process,20240601121533.864710+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,16116,307,,3906250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,12416,565736,11202,6028,948,18084,2203457789952,24016,8,6172672,16116,14,106,15,140,1,63940,0,,,10,2812500,2203439706112,10.0.19045,11505664,0,0
1717240371.0993052,pc-dedo,SS3Svc32.exe,,Win32_Process,20240601121534.302563+120,Win32_ComputerSystem,PC-DEDO,SS3Svc32.exe,,,16240,1438,,13281250,,,SS3Svc32.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,1338,41582,26878,13912,16212,27812,402411520,37176,8,14245888,16240,26,256,32,350,10,12663,1,,,20,8281250,143609856,10.0.19045,5910528,0,0
1717240371.0993052,pc-dedo,vgtray.exe,"""C:\Program Files\Riot Vanguard\vgtray.exe"" ",Win32_Process,20240601121534.321180+120,Win32_ComputerSystem,PC-DEDO,vgtray.exe,C:\Program Files\Riot Vanguard\vgtray.exe,,16268,191,,781250,1380,200,vgtray.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,159,281192,3190,2200,10952,2400,4423954432,11688,8,2252800,16268,13,159,15,160,1,1,1,,,5,156250,4416614400,10.0.19045,10788864,0,0
1717240371.0993052,pc-dedo,steam.exe,"""C:\Program Files (x86)\Steam\steam.exe"" -silent",Win32_Process,20240601121534.883405+120,Win32_ComputerSystem,PC-DEDO,steam.exe,C:\Program Files (x86)\Steam\steam.exe,,15240,1051,,550625000,1380,200,steam.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,162210,289912449,4626676,87904,10952,295648,715411456,301600,8,90013696,15240,98,557,732,641,325135,1333834586,1,,,41,308750000,447619072,10.0.19045,67493888,3069,1670812923
1717240371.0993052,pc-dedo,steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" ""-lang=it_IT"" ""-cachedir=C:\Users\User\AppData\Local\Steam\htmlcache"" ""-steampid=15240"" ""-buildid=1716584667"" ""-steamid=0"" ""-logdir=C:\Program Files (x86)\Steam\logs"" ""-uimode=7"" ""-startcount=0"" ""-userdatadir=C:\Users\User\AppData\Local\Steam\cefdata"" ""-steamuniverse=Public"" ""-realm=Global"" ""-clientui=C:\Program Files (x86)\Steam\clientui"" ""-steampath=C:\Program Files (x86)\Steam\steam.exe"" ""-launcher=0"" --valve-enable-site-isolation --enable-smooth-scrolling --enable-direct-write ""--log-file=C:\Program Files (x86)\Steam\logs\cef_log.txt"" --disable-quick-menu ""--disable-features=SpareRendererForSitePerProcess,DcheckIsFatal""",Win32_Process,20240601121536.117979+120,Win32_ComputerSystem,PC-DEDO,steamwebhelper.exe,C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe,,13116,1017,,96875000,1380,200,steamwebhelper.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,11333,443896,174307,40004,15240,45556,73624915968,155216,8,40964096,13116,40,995,53,1048,17502,114638057,1,,,21,28750000,73592430592,10.0.19045,141320192,23270,7194179
1717240371.0993052,pc-dedo,steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=crashpad-handler /prefetch:7 --max-uploads=5 --max-db-size=20 --max-db-age=5 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Program Files (x86)\Steam\dumps"" ""--metrics-dir=C:\Users\User\AppData\Local\CEF\User Data"" --url=https://crash.steampowered.com/submit --annotation=platform=win64 --annotation=product=cefwebhelper --annotation=version=1716584667 --initial-client-data=0x390,0x394,0x398,0x33c,0x39c,0x7ffcc0a8ee38,0x7ffcc0a8ee48,0x7ffcc0a8ee58",Win32_Process,20240601121536.185838+120,Win32_ComputerSystem,PC-DEDO,steamwebhelper.exe,C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe,,16224,272,,156250,1380,200,steamwebhelper.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,587,2174,4534,9388,13116,9472,73385275392,15860,8,9613312,16224,17,631,18,631,26,1122,1,,,6,156250,73381081088,10.0.19045,14274560,13,608
1717240371.0993052,pc-dedo,SteamService.exe,,Win32_Process,20240601121536.246337+120,Win32_ComputerSystem,PC-DEDO,SteamService.exe,,,15400,260,,3593750,,,SteamService.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,15264,436136,50771,7668,948,10748,77938688,19212,8,7852032,15400,15,129,16,130,331,26072,0,,,4,5625000,72695808,10.0.19045,14897152,264,4062
1717240371.0993052,pc-dedo,steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=gpu-process --user-agent-product=""Valve Steam Client"" --lang=it-IT --user-data-dir=""C:\Users\User\AppData\Local\Steam\cefdata"" --buildid=1716584667 --steamid=0 --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --mojo-platform-channel-handle=1700 --field-trial-handle=1484,i,11849847221279322590,12130415213194696313,131072 --disable-features=BackForwardCache,DcheckIsFatal,SpareRendererForSitePerProcess,WinUseBrowserSpellChecker /prefetch:2",Win32_Process,20240601121536.280543+120,Win32_ComputerSystem,PC-DEDO,steamwebhelper.exe,C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe,,15420,1834,,52031250,1380,200,steamwebhelper.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,2171,83774,162942,378276,13116,413064,74481819648,194448,10,387354624,15420,53,1046,69,1105,133522,109256526,1,,,50,173593750,74263924736,10.0.19045,131457024,133814,41444448
1717240371.0993052,pc-dedo,steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=it --service-sandbox-type=none --user-agent-product=""Valve Steam Client"" --lang=it-IT --user-data-dir=""C:\Users\User\AppData\Local\Steam\cefdata"" --buildid=1716584667 --steamid=0 --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --mojo-platform-channel-handle=2132 --field-trial-handle=1484,i,11849847221279322590,12130415213194696313,131072 --disable-features=BackForwardCache,DcheckIsFatal,SpareRendererForSitePerProcess,WinUseBrowserSpellChecker /prefetch:8",Win32_Process,20240601121536.473610+120,Win32_ComputerSystem,PC-DEDO,steamwebhelper.exe,C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe,,13728,350,,3906250,1380,200,steamwebhelper.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,4645,39457,17330,13900,13116,17612,73458597888,35044,8,14233600,13728,23,682,250,763,7668,4002545,1,,,8,6250000,73408266240,10.0.19045,29310976,13699,13980751
1717240371.0993052,pc-dedo,SS3Svc64.exe,,Win32_Process,20240601121536.569192+120,Win32_ComputerSystem,PC-DEDO,SS3Svc64.exe,,,15376,224,,13281250,,,SS3Svc64.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,1457,49096,23808,3552,16240,44616,4898799616,34644,8,3637248,15376,13,179,22,322,6,9390,1,,,6,1718750,4420505600,10.0.19045,1548288,0,0
1717240371.0993052,pc-dedo,EpicGamesLauncher.exe,"""D:\Epic Games\Launcher\Portal\Binaries\Win64\EpicGamesLauncher.exe"" -silent -launchcontext=boot",Win32_Process,20240601121536.712659+120,Win32_ComputerSystem,PC-DEDO,EpicGamesLauncher.exe,D:\Epic Games\Launcher\Portal\Binaries\Win64\EpicGamesLauncher.exe,,13440,1777,,3019843750,1380,200,EpicGamesLauncher.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,214625619,3453789111,4203738,377068,10952,795304,75229659136,736848,8,386117632,13440,226,979,1030,1112,94909,75424469150,1,,,76,2411406250,74739286016,10.0.19045,94126080,224231,76130241149
